id,address,categories,city,country,keys,latitude,longitude,name,postalCode,province
AWoxqGEUZ4Yw-wtdV9EC,14689 Lapaz Drive,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands",Victorville,US,us/ca/victorville/14689lapazdrive/93075755,34.51816,-117.31607,Arby's,92392,CA
AWoxpxccZ4Yw-wtdV87S,1299 E Foothill Boulevard,"Restaurants,Fast Food,Takeout,American Restaurants,Concession Stands",Upland,US,us/ca/upland/1299efoothillboulevard/93075755,34.107384,-117.63369,Arby's,91786,CA
AWoxsQWecuP9ADUB4QV7,4855 Granite Drive,"Restaurants,Fast Food,Burgers,Takeout,American Restaurants",Rocklin,US,us/ca/rocklin/4855granitedrive/673739488,38.78955,-121.22396,AW Restaurants,95677,CA
AWoxp-QWQTFama1XfIrR,820 W Lodi Avenue,"Restaurants,Family Friendly Restaurants,Fast Food,Chicken Restaurants,American Restaurants",Lodi,US,us/ca/lodi/820wlodiavenue/-1009375531,38.129875,-121.283356,Kentucky Fried Chicken,95240,CA
AWoxrBqaQTFama1XfJKv,832 E Alosta Avenue,"Fast Food,Takeout,American Restaurants,Beverages,Juice Bars",Azusa,US,us/ca/azusa/832ealostaavenue/2062304683,34.128914,-117.891655,Jamba Juice,91702,CA
AWoxsf-UcuP9ADUB4RjP,200 E 18th Street,"Restaurants,Fast Food,Hot Dogs,Takeout,American Restaurants",Antioch,US,us/ca/antioch/200e18thstreet/1576611864,38.00476,-121.8005,Wienerschnitzel,94509,CA
AWoxtgm2cuP9ADUB4Sga,22451 Antonio Parkway,"Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Rancho Santa Margarita,US,us/ca/ranchosantamargarita/22451antonioparkway/-1191797674,33.636784,-117.590645,Panda Express,92688,CA
AWoxs1CasVYjT2BJ2c62,4250 Macdonald Avenue,"Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Richmond,US,us/ca/richmond/4250macdonaldavenue/-1191797674,37.932858,-122.329445,Panda Express,94805,CA
AWoxtbqUcuP9ADUB4Sca,"1906 N Davis Rd, # 201","Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Salinas,US,"us/ca/salinas/1906ndavisrd,#201/-1191797674",36.717873,-121.66727,Panda Express,93907,CA
AWoxuOWJsVYjT2BJ2d_8,6859 Topanga Canyon Boulevard,"Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Canoga Park,US,us/ca/canogapark/6859topangacanyonboulevard/-1191797674,34.19518,-118.60616,Panda Express,91303,CA
AWoxp44jQTFama1XfIov,4925 E Brundage Lane,"Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Bakersfield,US,us/ca/bakersfield/4925ebrundagelane/-1191797674,35.354153,-118.94938,Panda Express,93307,CA
AWoxt4WJsVYjT2BJ2d0x,255 Soscol Avenue,"Asian Restaurants,Restaurants,Chinese Restaurants,Fast Food,Takeout",Napa,US,us/ca/napa/255soscolavenue/-1191797674,38.28351,-122.274605,Panda Express,94559,CA
AVwdJE6JByjofQCxl7FI,310 N McKinley St,"Mexican Restaurant,Mexican Restaurant and Fast Food Restaurant Corona Hills,Restaurant,Fast Food Restaurant,Mexican Restaurant and Fast Food Restaurant",Corona,US,us/ca/corona/310nmckinleyst/1550891556,33.888011,-117.520585,Del Taco,92879,CA
AWEmvNz-RxPSIh2RsTfD,8510 5th street,"Fast Food Restaurant,wich Place,Sandwich Place",Gonzales,US,us/ca/gonzales/85105thstreet/-891525969,36.515187,-121.435341,Subway,93926,CA
AVwd7JE0kufWRAb5-cAn,316 S California Ave,"Fast Food Restaurant,Sandwich Place",West Covina,US,us/ca/westcovina/316scaliforniaave/-891525969,34.068933,-117.927465,SUBWAY,91790,CA
AVweNQQq_7pvs4fzA-vt,3 Padre Pkwy,"Fried Chicken Joint,Fast Food Restaurant,Restaurants",Rohnert Park,US,us/ca/rohnertpark/3padrepkwy/-1103173748,38.349539,-122.709102,Popeyes Chicken and Biscuits,94928,CA
AVwc4r9mIN2L1WUfp9Ld,2415 N Texas St,"Hamburgers & Hot Dogs,Restaurant,Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurant and Burger Joint,Fast food restaurants,Restaurants",Fairfield,US,us/ca/fairfield/2415ntexasst/-2061630068,38.273773,-122.034737,Burger King,94533,CA
AVwdrAmRkufWRAb58MiG,17050 Laurel Rd,"Restaurant,Fried Chicken Joint,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Food & Entertainment,Restaurants",Morgan Hill,US,us/ca/morganhill/17050laurelrd/106088,37.130888,-121.636521,KFC,95037,CA
AVwdv1-UByjofQCxsIHx,6400 Clay St,"Burger Joint,American Restaurants,Restaurant,American Restaurant,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Riverside,US,us/ca/riverside/6400clayst/-895172164,33.971098,-117.461739,Gold Star Hamburgers,92509,CA
AVwcyGvq_7pvs4fzy6vk,820 Bryant St,"Restaurant,Fast Food Restaurant,Fast Food",San Francisco,US,us/ca/sanfrancisco/820bryantst/-1161002137,37.775918,-122.40312,McDonalds,94103,CA
AVzA_JB1FcQ3k02bBazZ,6970 McKinley Ave,"Natural food restaurants,Caterers,Seafood restaurants,Vegetarian / Vegan Restaurant,Take Out Restaurants,Health Food Restaurants,Fast Food,Restaurants,Italian Restaurants,Juice bars,Pizza,Restaurant,Vegan Restaurants,Vegetarian restaurants,Vegetarian Vegan Restaurant,New american restaurants,Fusion restaurants",Sebastopol,US,us/ca/sebastopol/6970mckinleyave/-1880276635,38.403698,-122.824455,Slice of Life,95472,CA
AVwdH1VNkufWRAb52hrA,799 Danenberg Dr,"Restaurant,Fast Food Restaurant",El Centro,US,us/ca/elcentro/799danenbergdr/93075755,32.767025,-115.556406,Arbys,92243,CA
AVwd0gi2kufWRAb59iqr,142 S 12th St,"Fast Food Restaurant and Mexican Restaurant,Mexican Restaurant,Fast Food Restaurant",Hanford,US,us/ca/hanford/142s12thst/-981164808,36.322639,-119.673317,El Pollo Loco,93230,CA
AV5VH9jUa4HuVbedClKe,1008 J St,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants",Modesto,US,us/ca/modesto/1008jst/1143321601,37.64062,-121.00003,Chipotle Mexican Grill,95354,CA
AVwck3UiByjofQCxfz0J,3983 N Blackstone Ave,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurant and Food Fresno High-Roeding,Restaurants,Food",Fresno,US,us/ca/fresno/3983nblackstoneave/554191587,36.790116,-119.790841,Carls Jr,93726,CA
AWof1p2pQTFama1XeO-s,1906 Taylor Rd 110,"Sandwich Place,Fast Food Restaurant",Roseville,US,us/ca/roseville/1906taylorrd110/-891525969,38.763237,-121.255315,SUBWAY,95661,CA
AVwcy4VHkufWRAb5zGYF,103 E Santa Clara St,"Delis And Delicatessens,Restaurant,Take Out,Delicatessens,Fast Food Restaurant,wich Place,Food & Entertainment,Sandwich Place,Restaurants,Sandwich Shops",San Jose,US,us/ca/sanjose/103esantaclarast/-891525969,37.337427,-121.888289,SUBWAY,95113,CA
AWmfQOFOa4HuVbedoup7,19011 Magnolia St 102,"Delis And Delicatessens,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Huntington Beach,US,us/ca/huntingtonbeach/19011magnoliast102/-891525969,33.686466,-117.971938,Subway,92646,CA
AWofxDNTsVYjT2BJ1TP0,1500 E Village Way Ste G82,"Fast Food Restaurant,Ice Cream Shop",Orange,US,us/ca/orange/1500evillagewaysteg82/-1721138121,33.82612,-117.837793,Dairy Queen,92865,CA
AV57v0XLa4HuVbedEo5R,1150 Broadway,"Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Restaurants",Chula Vista,US,us/ca/chulavista/1150broadway/-1161002137,32.606714,-117.08297,McDonalds,91911,CA
AWkq8jWlIxWefVJwIN1t,2611 Vista Way Ste A,"Mexican Restaurant,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Oceanside,US,us/ca/oceanside/2611vistawaystea/1143321601,33.181893,-117.331652,Chipotle Mexican Grill,92054,CA
AVweQbl2IN2L1WUf3WUW,9301 Tampa Ave,"Restaurant,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Fast Food,Sandwich Place,Restaurants,Sandwich Shops",Northridge,US,us/ca/northridge/9301tampaave/-891525969,34.238502,-118.555059,SUBWAY,91324,CA
AWofq9pLcuP9ADUB22_T,2200 Eastridge Loop,"Burger Joint,Fast Food Restaurant",San Jose,US,us/ca/sanjose/2200eastridgeloop/-99953871,37.325628,-121.812564,Red Robin Gourmet Burgers and Brews,95122,CA
AVwciDXKkufWRAb5wM22,18665 Beach Blvd,"Restaurant,Fast Food Restaurant,Fast Food",Huntington Beach,US,us/ca/huntingtonbeach/18665beachblvd/-1161002137,33.691138,-117.989273,McDonalds,92648,CA
AVwdC-m-_7pvs4fz1sWQ,2100 Artesia Blvd,"Burger Joint,Burger Joint and Fast Food Restaurant North Redondo Beach,Fast Food Restaurant,Burger Joint and Fast Food Restaurant",Redondo Beach,US,us/ca/redondobeach/2100artesiablvd/711555057,33.872581,-118.374303,Carls Jr Green Burrito,90278,CA
AVwcjiRYByjofQCxfj92,13357 Riverside Dr,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Carry-out food,Mexican,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food,Restaurants,Tex-Mex",Sherman Oaks,US,us/ca/shermanoaks/13357riversidedr/-981164808,34.157996,-118.4246,El Pollo Loco,91423,CA
AVwdP7Pf_7pvs4fz33Tf,2452 Connors Ct,"Carry-out food,Movie theaters,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Chico,US,us/ca/chico/2452connorsct/-1161002137,39.759287,-121.856615,McDonalds,95926,CA
AVweBsuo_7pvs4fz_Y0_,8665 Navajo Rd,"Pizza,Restaurant,Carry-out food,Take Out,Pizza Restaurants,Fast Food,Pizza Place,Restaurants,Pizza Delivery",San Diego,US,us/ca/sandiego/8665navajord/572757474,32.802775,-117.011678,Papa Johns Pizza,92119,CA
AVweKvMNIN2L1WUf2lM7,14570 Baseline Ave,"Carry-out food,Restaurant,Caterers,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants,Fried Chicken Joint and Fast Food Restaurant,Restaurants",Fontana,US,us/ca/fontana/14570baselineave/106088,34.121809,-117.48706,KFC,92336,CA
AVwdcAUc_7pvs4fz55lu,731 Spectrum Center Dr,"Mexican Restaurant,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Irvine,US,us/ca/irvine/731spectrumcenterdr/1143321601,33.650768,-117.742884,Chipotle Mexican Grill,92618,CA
AVwcnlVf_7pvs4fzxHuE,7401 Mission St,"Carry-out food,Fast Food Restaurant and Burger Joint Hillside,Hot dog restaurants,Breakfast & Brunch,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Salad",Daly City,US,us/ca/dalycity/7401missionst/-791445730,37.689215,-122.465531,Wendys,94014,CA
AVwdJz4kIN2L1WUfswCI,265 W Orangethorpe Ave,"Hot Dog Joint,Restaurant,Carry-out food,American,Burgers,American restaurants,Fast Food,Restaurants,Food",Fullerton,US,us/ca/fullerton/265worangethorpeave/1576611864,33.859891,-117.928464,Wienerschnitzel,92832,CA
AVwcgDmlkufWRAb5v1Jx,129 Los Cerritos Mall,"Asian Restaurants,Chinese Restaurant,Restaurant,Carry-out food,Chinese Restaurants,Asian Restaurant,Fast Food,Chinese,Fast Food Restaurants,Take Out Restaurants,Restaurants",Cerritos,US,us/ca/cerritos/129loscerritosmall/-1191797674,33.859292,-118.089974,Panda Express,90703,CA
AVwc1Js2ByjofQCxiqXb,1313 S Wolfe Rd,"Carry-out food,Hot dog restaurants,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurants,Fast Food Restaurant and Burger Joint,Restaurants,Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Salad",Sunnyvale,US,us/ca/sunnyvale/1313swolferd/-791445730,37.351021,-122.01464,Wendys,94087,CA
AVwdzOS8IN2L1WUfzVHU,305 N Willowbrook Ave,"Fast Food Restaurant,Sandwich Place",Compton,US,us/ca/compton/305nwillowbrookave/-891525969,33.897902,-118.224311,SUBWAY,90220,CA
AVwclOPv_7pvs4fzwsXb,1657 W 3rd St,"Breakfast Spot,Restaurant,Breakfast & Brunch,Fast Food Restaurant,American Restaurant",Los Angeles,US,us/ca/losangeles/1657w3rdst/1156583585,34.188015,-118.228765,Guss DRIVEIN,90017,CA
AVzBDehaFcQ3k02bBdYF,3090 W Shaw Ave Ste 101,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",Fresno,US,us/ca/fresno/3090wshawaveste101/-1947870258,36.808756,-119.846351,Jimmy Johns,93711,CA
AWoQVzkQZ4Yw-wtdTNbO,10800 W. Pico Blvd.,"Hot Dog Joint,Fast Food Restaurant,American Restaurant",Los Angeles,US,us/ca/losangeles/10800w.picoblvd./-420782750,34.040614,-118.425582,Hot Dog on a Stick,90064,CA
AWOnpAGAa4HuVbedQe_Z,2330 Longport Ct,"Restaurant,Fried Chicken Joint,Fast Food Restaurant",Elk Grove,US,us/ca/elkgrove/2330longportct/106088,38.425016,-121.481271,KFC,95758,CA
AVwdKNENByjofQCxmG_S,6865 La Palma Ave,"Carry-out food,Breakfast,Hot dog restaurants,American,Burgers,Hamburger restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Burger Joint,Fast Food Restaurant,Chicken,Hamburgers and Hot Dogs,Hamburgers",Buena Park,US,us/ca/buenapark/6865lapalmaave/-230519289,33.846864,-118.013452,Jack in the Box,90620,CA
AVwcn7qp_7pvs4fzxLld,1125 2nd St,"Delis And Delicatessens,Sandwich Place Old Sacramento,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Sacramento,US,us/ca/sacramento/11252ndst/-891525969,38.581122,-121.504855,SUBWAY,95814,CA
AWdo5rN2a4HuVbedav4y,639 N Pacific Coast Hwy,"Fast Food Restaurant,American Restaurant",El Segundo,US,us/ca/elsegundo/639npacificcoasthwy/711555057,33.924851,-118.396732,Carls Jr Green Burrito,90245,CA
AVweU33IByjofQCxxOwY,17211 Beach Blvd,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,Fast Food,Sandwiches,Sandwich Place,Restaurants",Huntington Beach,US,us/ca/huntingtonbeach/17211beachblvd/-891525969,33.712448,-117.98951,SUBWAY,92647,CA
AVwdQ-WvkufWRAb54FWx,435 Winton Pkwy,"Restaurant,Fried Chicken Joint,Fast Food Restaurant",Livingston,US,us/ca/livingston/435wintonpkwy/-624847056,37.387635,-120.737963,Popeyes Louisiana Kitchen,95334,CA
AVwc9gtk_7pvs4fz0y2F,16908 Parthenia St,"Restaurant,Fast Food Restaurant,Restaurants",North Hills,US,us/ca/northhills/16908partheniast/-1161002137,34.22824,-118.500662,McDonalds,91343,CA
AVwc6PIYkufWRAb50Up-,3158 Stevens Creek Blvd,"Take Out,Carry-out food,American Restaurant,American restaurants,Fast Food,Fast Food Restaurants,Fast Food Restaurant, Sandwich Place, and American Restaurant,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,Traditional American,wich Place,Sandwich Place,Sandwich Shops",San Jose,US,us/ca/sanjose/3158stevenscreekblvd/93075755,37.323018,-121.952851,Arbys,95117,CA
AVwdLmxekufWRAb53Ja6,1411 Lincoln Blvd,"Restaurant,Fast Food Restaurant,wich Place,Sandwich Place",Venice,US,us/ca/venice/1411lincolnblvd/-891525969,33.997607,-118.460934,SUBWAY,90291,CA
AVwdxGJ2kufWRAb59EXt,32460 Dyer St,"Restaurant,Filipino,Fast Food Restaurant,Asian Restaurant,Restaurants,Fast Food Restaurant and Asian Restaurant",Union City,US,us/ca/unioncity/32460dyerst/-1317090690,37.597535,-122.070573,Jollibee,94587,CA
AVwc4t0lByjofQCxjQN8,7691 Carson Blvd,"Burger Joint,Restaurant,Fast Food Restaurant,American Restaurant,Burger Joint, Fast Food Restaurant, and American Restaurant",Long Beach,US,us/ca/longbeach/7691carsonblvd/-2089171078,33.831131,-118.084953,InNOut Burger,90808,CA
AVzA08a5-gnIPe8DScGN,505 S Flower St,"Indian Restaurant,Restaurant,Fast Food Restaurant,Indian,Food Court",Los Angeles,US,us/ca/losangeles/505sflowerst/1858086787,34.050966,-118.256725,Saffron,90071,CA
AV1dxoV43-Khe5l_M6Ef,810 W Avenue I,"Carry-out food,Fried Chicken Joint,Take Out Restaurants,Fast Food Restaurants,Chicken restaurants,Restaurants",Lancaster,US,us/ca/lancaster/810wavenuei/-1696991095,34.703693,-118.145963,Churchs Chicken,93534,CA
AVwdFk1zByjofQCxlXVC,23010 Sunnymead Blvd,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food,Restaurants",Moreno Valley,US,us/ca/morenovalley/23010sunnymeadblvd/-864103396,33.940126,-117.261011,Taco Bell,92553,CA
AVwclJSEIN2L1WUfmkIF,327 Moffett Blvd,"Pizza,Restaurant,Italian,Caterers,Fast Food,Pizza Place Moffett-Whisman,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Mountain View,US,us/ca/mountainview/327moffettblvd/-1842115168,37.397882,-122.075131,Fast Pizza Delivery,94043,CA
AVwd3DkTByjofQCxtIwa,2421 N Dinuba Blvd,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Mexican Restaurants,Fast Food Restaurant,Fast Food Restaurants,Restaurants",Visalia,US,us/ca/visalia/2421ndinubablvd/-864103396,36.351456,-119.297394,Taco Bell,93291,CA
AVwc9vvXkufWRAb504d1,936 Blossom Hill Rd,"Restaurant,Burger Joint,Fast Food Restaurant,Fast Food,Restaurants",San Jose,US,us/ca/sanjose/936blossomhillrd/-2061630068,37.249953,-121.863598,Burger King,95123,CA
AVwcpgBQkufWRAb5xgxU,454 W Florence Ave,"Restaurant,Fast Food Restaurant,Fast Food,Sandwich Place",Los Angeles,US,us/ca/losangeles/454wflorenceave/-891525969,33.974417,-118.282092,SUBWAY,90003,CA
AVwda9fOIN2L1WUfvpMn,2739 Taylor St,"Restaurant,Burger Joint,Fast Food Restaurant",San Francisco,US,us/ca/sanfrancisco/2739taylorst/-230519289,37.807789,-122.415924,Jack in the Box,94133,CA
AWn709FMZ4Yw-wtdSEOf,100 N Huntington St.,"Sandwich Place,Fast Food Restaurant",Pomona,US,us/ca/pomona/100nhuntingtonst./-891525969,34.059409,-117.760327,SUBWAY,91768,CA
AWd39ctGa4HuVbedbcr1,"2667 E. Florence Ave.,G","Japanese Restaurant,Fast Food Restaurant",Huntington Park,US,"us/ca/huntingtonpark/2667e.florenceave.,g/-1713709209",33.974403,-118.223286,Yoshinoya,90255,CA
AVwdFXnckufWRAb52Iui,1020 E Valley Blvd,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Fast Food,Sandwiches,Sandwich Place,Restaurants",Alhambra,US,us/ca/alhambra/1020evalleyblvd/-891525969,34.078407,-118.112872,Subway,91801,CA
AVzA-hHv3D1zeR_xBDAl,888 Embarcadero del Norte,"Pizza,Carry-out food,Delicatessens,Fast Food Restaurant,wich Place,Sandwiches,Sandwich Place,Restaurants",Goleta,US,us/ca/goleta/888embarcaderodelnorte/-891525969,34.413237,-119.855291,SUBWAY,93117,CA
AVwcmOY_IN2L1WUfmxCQ,11205 National Blvd,"Mexican Restaurant,Restaurant,Mexican,Fast Food",Los Angeles,US,us/ca/losangeles/11205nationalblvd/-1982428456,34.02748,-118.429292,Baja Buds,90064,CA
AVzA3FhYFcQ3k02bBYbn,2817 South El Camino Real,"Fast Food Restaurant,Fast Food",San Mateo,US,us/ca/sanmateo/2817southelcaminoreal/-2061630068,37.541871,-122.302013,Burger King,94403,CA
AVwdHjFzByjofQCxlrta,515 Embarcadero W,"Fast Food Restaurant,wich Place,Sandwich Place,Deli / Bodega",Oakland,US,us/ca/oakland/515embarcaderow/245943576,37.795923,-122.278181,Subway Sandwiches,94607,CA
AWnnUIEJQTFama1XaYt-,5000 Rhonda Road,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Anderson,US,us/ca/anderson/5000rhondaroad/-891525969,40.43154,-122.28863,Subway,96007,CA
AWnnUaSjsVYjT2BJxo7r,227 Lake Merced Boulevard,"Chicken Restaurants,Caterers,Fast Food Restaurants,Restaurants,Take Out Restaurants",Daly City,US,us/ca/dalycity/227lakemercedboulevard/601946506,37.7007,-122.48435,Wingstop Restaurant,94015,CA
AWnnSiC-QTFama1XaXl6,6601 Lankershim Boulevard,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",North Hollywood,US,us/ca/northhollywood/6601lankershimboulevard/554191587,34.1908,-118.38828,Carl's Jr.,91606,CA
AV1XXQNyFcQ3k02bFqkA,3225 Zinfandel Dr Ste 2,"Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Rancho Cordova,US,us/ca/ranchocordova/3225zinfandeldrste2/-891525969,38.5837,-121.28527,Subway,95670,CA
AWnnUE46sVYjT2BJxow8,707 W San Ysidro Boulevard,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",San Ysidro,US,us/ca/sanysidro/707wsanysidroboulevard/-1161002137,32.55759,-117.05825,McDonald's,92173,CA
AWnnR9IFQTFama1XaXIS,541 Castro Street,"American Restaurants,Bars,Brew Pubs,Fast Food Restaurants,Hamburgers and Hot Dogs,Night Clubs,Restaurants,Taverns",San Francisco,US,us/ca/sanfrancisco/541castrostreet/-2028072305,37.76022,-122.43486,Hamburger Mary's,94114,CA
AWnnSJTUZ4Yw-wtdRPzj,8231 Foothill Boulevard,"Fast Food Restaurants,Asian Restaurants,Chinese Restaurants,Restaurants,Take Out Restaurants",Sunland,US,us/ca/sunland/8231foothillboulevard/-1191797674,34.259674,-118.31234,Panda Express,91040,CA
AWnnUcylZ4Yw-wtdRRXD,773 N Mathilda Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Sunnyvale,US,us/ca/sunnyvale/773nmathildaavenue/-2061630068,37.39545,-122.02938,Burger King,94085,CA
AWnnT8FlsVYjT2BJxorK,1310 N San Fernando Boulevard,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants",Burbank,US,us/ca/burbank/1310nsanfernandoboulevard/-1866786608,34.18976,-118.32032,Original Tommy's Hamburgers,91504,CA
AWd2tQtXRxPSIh2R5DEv,4501 Rosewood Drive,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Pleasanton,US,us/ca/pleasanton/4501rosewooddrive/-1161002137,37.70047,-121.8843,McDonald's,94588,CA
AWnnTtRDsVYjT2BJxogS,1218 Mission Street,"Thai Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Santa Cruz,US,us/ca/santacruz/1218missionstreet/-2056261921,36.96915,-122.03792,Sabieng Thai Cuisine,95060,CA
AWnnTR-CcuP9ADUBzUq_,318 S B St Ste 10,"Fast Food Restaurants,Chicken Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",San Mateo,US,us/ca/sanmateo/318sbstste10/-981164808,37.56524,-122.32223,El Pollo Loco,94401,CA
AWnnTxbVQTFama1XaYdZ,346 Kearny Street,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants",San Francisco,US,us/ca/sanfrancisco/346kearnystreet/-1268571859,37.79119,-122.40399,Super Duper Burgers,94108,CA
AWnnS2CYcuP9ADUBzUWQ,1553 S Novato Boulevard,"Pizza,Caterers,Fast Food Restaurants,Italian Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Novato,US,us/ca/novato/1553snovatoboulevard/-1747298671,38.09904,-122.57131,Stefano's Pizzeria,94947,CA
AWnnS97CsVYjT2BJxoCP,1552 S Azusa Avenue,"Sandwich Shops,Fast Food Restaurants",Rowland Heights,US,us/ca/rowlandheights/1552sazusaavenue/-1947870258,33.99473,-117.93118,Jimmy John's,91748,CA
AWnnUT8rQTFama1XaYyZ,4199 Campus Drive,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",Irvine,US,us/ca/irvine/4199campusdrive/-1947870258,33.65076,-117.83831,Jimmy John's,92612,CA
AWnnTTu9cuP9ADUBzUsA,1871 Pacific Coast HWay,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Lomita,US,us/ca/lomita/1871pacificcoasthway/-26676258,33.789463,-118.31016,BLIMPIE,90717,CA
AWnnSMTXsVYjT2BJxneY,315 N Ham Lane,"Fast Food Restaurants,Ice Cream and Frozen Desserts,Restaurants",Lodi,US,us/ca/lodi/315nhamlane/729119187,38.13903,-121.28871,Fosters Freeze,95242,CA
AWnnTYAoZ4Yw-wtdRQr8,1780 Main Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Irvine,US,us/ca/irvine/1780mainstreet/-1161002137,33.68556,-117.85697,McDonald's,92614,CA
AVwc9vJ0kufWRAb504XG,7905 Alondra Bouvedard,"Restaurant,Fried Chicken Joint,Fast Food Restaurant",Paramount,US,us/ca/paramount/7905alondrabouvedard/106088,33.874451,-118.15184,KFC,90723,CA
AVwcxgDw_7pvs4fzy0Sv,4144 University Ave,"Restaurant,Burger Joint,Fast Food Restaurant",San Diego,US,us/ca/sandiego/4144universityave/-2061630068,32.74995,-117.10619,Burger King,92105,CA
AWniY7KrZ4Yw-wtdRG4K,"24201 West Valencia Boulevard, Suite 106","Hot Dog Joint,Fast Food Restaurant",Valencia,US,"us/ca/valencia/24201westvalenciaboulevard,suite106/-420782750",34.417139,-118.558026,Hot Dog on a Stick,91355,CA
AVwdNExHkufWRAb53Z4P,331 Railroad Canyon Rd,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,American Restaurants,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American Restaurant,Hamburger restaurants,Fast Food Restaurants,Burger Joint, Fast Food Restaurant, and American Restaurant,Restaurants",Lake Elsinore,US,us/ca/lakeelsinore/331railroadcanyonrd/-2089171078,33.6636,-117.2985,In-N-Out Burger,92532,CA
AVwdTNtLIN2L1WUfuXMI,7600 Greenhaven Dr,"Pizza,Fast Food Restaurants,Pizza Place",Sacramento,US,us/ca/sacramento/7600greenhavendr/-695527346,38.480682,-121.516891,zpizza,95831,CA
AWEhicwX3-Khe5l_fgXw,6650 E. Pacific Coast Hwy,"Burger Joint,Fast Food Restaurant,American Restaurant",Long Beach,US,us/ca/longbeach/6650e.pacificcoasthwy/-448666054,33.753783,-118.108469,Five Guys,90803,CA
AVwct0slIN2L1WUfoGOi,7122 Miramar Rd,"Restaurant,Burger Joint,Fast Food Restaurant",San Diego,US,us/ca/sandiego/7122miramarrd/-791445730,32.901584,-117.188381,Wendys,92121,CA
